planSequence	executionPhase	qualification	examYear	sourceCategory	questionLabel	questionType	questionIntent	choiceCount	correctChoiceTextCount	explanationTextCount	sourceOrigin	isSiteSourced	firestoreQuestionIdCount	sourceQuestionKey	sourceConflictStatus	sourceContentConflictCount	sourceContentConflictFields	sourceUniqueKeys	reviewQuestionId	qualifiedReviewQuestionId	sourceFile
655	phase_3_otsu_all_sources	gas-shunin-otsu	2021	法令	問11	true_false	select_incorrect	5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:law:q11	none	0	[]	"[""gas-shunin:otsu:2021:law:q11:s01"", ""gas-shunin:otsu:2021:law:q11:s02"", ""gas-shunin:otsu:2021:law:q11:s03"", ""gas-shunin:otsu:2021:law:q11:s04"", ""gas-shunin:otsu:2021:law:q11:s05""]"	aacce362b22eb526	gas-shunin-otsu:aacce362b22eb526	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_1.json
656	phase_3_otsu_all_sources	gas-shunin-otsu	2021	法令	問12	true_false	select_correct	5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:law:q12	none	0	[]	"[""gas-shunin:otsu:2021:law:q12:s01"", ""gas-shunin:otsu:2021:law:q12:s02"", ""gas-shunin:otsu:2021:law:q12:s03"", ""gas-shunin:otsu:2021:law:q12:s04"", ""gas-shunin:otsu:2021:law:q12:s05""]"	2fa4dac6881eec9b	gas-shunin-otsu:2fa4dac6881eec9b	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_1.json
657	phase_3_otsu_all_sources	gas-shunin-otsu	2021	法令	問13	true_false	select_correct	5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:law:q13	none	0	[]	"[""gas-shunin:otsu:2021:law:q13:s01"", ""gas-shunin:otsu:2021:law:q13:s02"", ""gas-shunin:otsu:2021:law:q13:s03"", ""gas-shunin:otsu:2021:law:q13:s04"", ""gas-shunin:otsu:2021:law:q13:s05""]"	df0c80eab7f3591f	gas-shunin-otsu:df0c80eab7f3591f	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_1.json
658	phase_3_otsu_all_sources	gas-shunin-otsu	2021	法令	問14	true_false	select_incorrect	5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:law:q14	none	0	[]	"[""gas-shunin:otsu:2021:law:q14:s01"", ""gas-shunin:otsu:2021:law:q14:s02"", ""gas-shunin:otsu:2021:law:q14:s03"", ""gas-shunin:otsu:2021:law:q14:s04"", ""gas-shunin:otsu:2021:law:q14:s05""]"	d5c41adb0dfcc2c8	gas-shunin-otsu:d5c41adb0dfcc2c8	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_1.json
659	phase_3_otsu_all_sources	gas-shunin-otsu	2021	法令	問15	true_false	select_incorrect	5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:law:q15	none	0	[]	"[""gas-shunin:otsu:2021:law:q15:s01"", ""gas-shunin:otsu:2021:law:q15:s02"", ""gas-shunin:otsu:2021:law:q15:s03"", ""gas-shunin:otsu:2021:law:q15:s04"", ""gas-shunin:otsu:2021:law:q15:s05""]"	4b28ac5a4dc1dc80	gas-shunin-otsu:4b28ac5a4dc1dc80	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_1.json
660	phase_3_otsu_all_sources	gas-shunin-otsu	2021	法令	問16	true_false	select_incorrect	5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:law:q16	none	0	[]	"[""gas-shunin:otsu:2021:law:q16:s01"", ""gas-shunin:otsu:2021:law:q16:s02"", ""gas-shunin:otsu:2021:law:q16:s03"", ""gas-shunin:otsu:2021:law:q16:s04"", ""gas-shunin:otsu:2021:law:q16:s05""]"	b7db75cab073fa14	gas-shunin-otsu:b7db75cab073fa14	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_1.json
661	phase_3_otsu_all_sources	gas-shunin-otsu	2021	基礎理論	問1	true_false	select_incorrect	5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:kiso:q01	none	0	[]	"[""gas-shunin:otsu:2021:kiso:q01:s01"", ""gas-shunin:otsu:2021:kiso:q01:s02"", ""gas-shunin:otsu:2021:kiso:q01:s03"", ""gas-shunin:otsu:2021:kiso:q01:s04"", ""gas-shunin:otsu:2021:kiso:q01:s05""]"	d63877a80ae87ae1	gas-shunin-otsu:d63877a80ae87ae1	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_1.json
662	phase_3_otsu_all_sources	gas-shunin-otsu	2021	基礎理論	問2	group_choice		5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:kiso:q02	none	0	[]	"[""gas-shunin:otsu:2021:kiso:q02:s01"", ""gas-shunin:otsu:2021:kiso:q02:s02"", ""gas-shunin:otsu:2021:kiso:q02:s03"", ""gas-shunin:otsu:2021:kiso:q02:s04"", ""gas-shunin:otsu:2021:kiso:q02:s05""]"	9b4f83c2b3c9e99a	gas-shunin-otsu:9b4f83c2b3c9e99a	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_1.json
663	phase_3_otsu_all_sources	gas-shunin-otsu	2021	基礎理論	問3	group_choice		5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:kiso:q03	none	0	[]	"[""gas-shunin:otsu:2021:kiso:q03:s01"", ""gas-shunin:otsu:2021:kiso:q03:s02"", ""gas-shunin:otsu:2021:kiso:q03:s03"", ""gas-shunin:otsu:2021:kiso:q03:s04"", ""gas-shunin:otsu:2021:kiso:q03:s05""]"	bebc9a420b15ee51	gas-shunin-otsu:bebc9a420b15ee51	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_1.json
664	phase_3_otsu_all_sources	gas-shunin-otsu	2021	基礎理論	問4	group_choice		5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:kiso:q04	none	0	[]	"[""gas-shunin:otsu:2021:kiso:q04:s01"", ""gas-shunin:otsu:2021:kiso:q04:s02"", ""gas-shunin:otsu:2021:kiso:q04:s03"", ""gas-shunin:otsu:2021:kiso:q04:s04"", ""gas-shunin:otsu:2021:kiso:q04:s05""]"	8cb4d34bc483f3af	gas-shunin-otsu:8cb4d34bc483f3af	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_1.json
665	phase_3_otsu_all_sources	gas-shunin-otsu	2021	基礎理論	問5	true_false	select_incorrect	5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:kiso:q05	none	0	[]	"[""gas-shunin:otsu:2021:kiso:q05:s01"", ""gas-shunin:otsu:2021:kiso:q05:s02"", ""gas-shunin:otsu:2021:kiso:q05:s03"", ""gas-shunin:otsu:2021:kiso:q05:s04"", ""gas-shunin:otsu:2021:kiso:q05:s05""]"	37ec735461e2c657	gas-shunin-otsu:37ec735461e2c657	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_1.json
666	phase_3_otsu_all_sources	gas-shunin-otsu	2021	基礎理論	問6	true_false	select_incorrect	5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:kiso:q06	none	0	[]	"[""gas-shunin:otsu:2021:kiso:q06:s01"", ""gas-shunin:otsu:2021:kiso:q06:s02"", ""gas-shunin:otsu:2021:kiso:q06:s03"", ""gas-shunin:otsu:2021:kiso:q06:s04"", ""gas-shunin:otsu:2021:kiso:q06:s05""]"	9295e8e8bd393740	gas-shunin-otsu:9295e8e8bd393740	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_1.json
667	phase_3_otsu_all_sources	gas-shunin-otsu	2021	基礎理論	問7	group_choice		5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:kiso:q07	none	0	[]	"[""gas-shunin:otsu:2021:kiso:q07:s01"", ""gas-shunin:otsu:2021:kiso:q07:s02"", ""gas-shunin:otsu:2021:kiso:q07:s03"", ""gas-shunin:otsu:2021:kiso:q07:s04"", ""gas-shunin:otsu:2021:kiso:q07:s05""]"	3b019c2ffd5c3d47	gas-shunin-otsu:3b019c2ffd5c3d47	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_1.json
668	phase_3_otsu_all_sources	gas-shunin-otsu	2021	基礎理論	問8	group_choice		5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:kiso:q08	none	0	[]	"[""gas-shunin:otsu:2021:kiso:q08:s01"", ""gas-shunin:otsu:2021:kiso:q08:s02"", ""gas-shunin:otsu:2021:kiso:q08:s03"", ""gas-shunin:otsu:2021:kiso:q08:s04"", ""gas-shunin:otsu:2021:kiso:q08:s05""]"	33c7b415088b7c1f	gas-shunin-otsu:33c7b415088b7c1f	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_1.json
669	phase_3_otsu_all_sources	gas-shunin-otsu	2021	基礎理論	問9	group_choice		5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:kiso:q09	none	0	[]	"[""gas-shunin:otsu:2021:kiso:q09:s01"", ""gas-shunin:otsu:2021:kiso:q09:s02"", ""gas-shunin:otsu:2021:kiso:q09:s03"", ""gas-shunin:otsu:2021:kiso:q09:s04"", ""gas-shunin:otsu:2021:kiso:q09:s05""]"	72bacbc34e83663b	gas-shunin-otsu:72bacbc34e83663b	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_1.json
670	phase_3_otsu_all_sources	gas-shunin-otsu	2021	基礎理論	問10	group_choice		5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:kiso:q10	none	0	[]	"[""gas-shunin:otsu:2021:kiso:q10:s01"", ""gas-shunin:otsu:2021:kiso:q10:s02"", ""gas-shunin:otsu:2021:kiso:q10:s03"", ""gas-shunin:otsu:2021:kiso:q10:s04"", ""gas-shunin:otsu:2021:kiso:q10:s05""]"	82739116702dd960	gas-shunin-otsu:82739116702dd960	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_2.json
671	phase_3_otsu_all_sources	gas-shunin-otsu	2021	基礎理論	問11	group_choice		5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:kiso:q11	none	0	[]	"[""gas-shunin:otsu:2021:kiso:q11:s01"", ""gas-shunin:otsu:2021:kiso:q11:s02"", ""gas-shunin:otsu:2021:kiso:q11:s03"", ""gas-shunin:otsu:2021:kiso:q11:s04"", ""gas-shunin:otsu:2021:kiso:q11:s05""]"	22f7830174e0c90d	gas-shunin-otsu:22f7830174e0c90d	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_2.json
672	phase_3_otsu_all_sources	gas-shunin-otsu	2021	基礎理論	問12	true_false	select_incorrect	5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:kiso:q12	none	0	[]	"[""gas-shunin:otsu:2021:kiso:q12:s01"", ""gas-shunin:otsu:2021:kiso:q12:s02"", ""gas-shunin:otsu:2021:kiso:q12:s03"", ""gas-shunin:otsu:2021:kiso:q12:s04"", ""gas-shunin:otsu:2021:kiso:q12:s05""]"	9f3c7ae3fd16030d	gas-shunin-otsu:9f3c7ae3fd16030d	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_2.json
673	phase_3_otsu_all_sources	gas-shunin-otsu	2021	基礎理論	問13	group_choice		5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:kiso:q13	none	0	[]	"[""gas-shunin:otsu:2021:kiso:q13:s01"", ""gas-shunin:otsu:2021:kiso:q13:s02"", ""gas-shunin:otsu:2021:kiso:q13:s03"", ""gas-shunin:otsu:2021:kiso:q13:s04"", ""gas-shunin:otsu:2021:kiso:q13:s05""]"	a4d1a1746afba614	gas-shunin-otsu:a4d1a1746afba614	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_2.json
674	phase_3_otsu_all_sources	gas-shunin-otsu	2021	基礎理論	問14	true_false	select_incorrect	5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:kiso:q14	none	0	[]	"[""gas-shunin:otsu:2021:kiso:q14:s01"", ""gas-shunin:otsu:2021:kiso:q14:s02"", ""gas-shunin:otsu:2021:kiso:q14:s03"", ""gas-shunin:otsu:2021:kiso:q14:s04"", ""gas-shunin:otsu:2021:kiso:q14:s05""]"	07bd1035ea8af059	gas-shunin-otsu:07bd1035ea8af059	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_2.json
675	phase_3_otsu_all_sources	gas-shunin-otsu	2021	基礎理論	問15	group_choice		5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:kiso:q15	none	0	[]	"[""gas-shunin:otsu:2021:kiso:q15:s01"", ""gas-shunin:otsu:2021:kiso:q15:s02"", ""gas-shunin:otsu:2021:kiso:q15:s03"", ""gas-shunin:otsu:2021:kiso:q15:s04"", ""gas-shunin:otsu:2021:kiso:q15:s05""]"	257b036e9e7b298e	gas-shunin-otsu:257b036e9e7b298e	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_2.json
676	phase_3_otsu_all_sources	gas-shunin-otsu	2021	製造	問1	true_false	select_incorrect	5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:seizo:q01	none	0	[]	"[""gas-shunin:otsu:2021:seizo:q01:s01"", ""gas-shunin:otsu:2021:seizo:q01:s02"", ""gas-shunin:otsu:2021:seizo:q01:s03"", ""gas-shunin:otsu:2021:seizo:q01:s04"", ""gas-shunin:otsu:2021:seizo:q01:s05""]"	18936637c9a688f4	gas-shunin-otsu:18936637c9a688f4	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_2.json
677	phase_3_otsu_all_sources	gas-shunin-otsu	2021	製造	問2	true_false	select_correct	5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:seizo:q02	none	0	[]	"[""gas-shunin:otsu:2021:seizo:q02:s01"", ""gas-shunin:otsu:2021:seizo:q02:s02"", ""gas-shunin:otsu:2021:seizo:q02:s03"", ""gas-shunin:otsu:2021:seizo:q02:s04"", ""gas-shunin:otsu:2021:seizo:q02:s05""]"	bd8ff955ad32b44a	gas-shunin-otsu:bd8ff955ad32b44a	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_2.json
678	phase_3_otsu_all_sources	gas-shunin-otsu	2021	製造	問3	true_false	select_incorrect	5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:seizo:q03	none	0	[]	"[""gas-shunin:otsu:2021:seizo:q03:s01"", ""gas-shunin:otsu:2021:seizo:q03:s02"", ""gas-shunin:otsu:2021:seizo:q03:s03"", ""gas-shunin:otsu:2021:seizo:q03:s04"", ""gas-shunin:otsu:2021:seizo:q03:s05""]"	5c3bdeb5d216d64c	gas-shunin-otsu:5c3bdeb5d216d64c	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_2.json
679	phase_3_otsu_all_sources	gas-shunin-otsu	2021	製造	問4	true_false	select_incorrect	5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:seizo:q04	none	0	[]	"[""gas-shunin:otsu:2021:seizo:q04:s01"", ""gas-shunin:otsu:2021:seizo:q04:s02"", ""gas-shunin:otsu:2021:seizo:q04:s03"", ""gas-shunin:otsu:2021:seizo:q04:s04"", ""gas-shunin:otsu:2021:seizo:q04:s05""]"	2b44480aa6983f05	gas-shunin-otsu:2b44480aa6983f05	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_2.json
680	phase_3_otsu_all_sources	gas-shunin-otsu	2021	製造	問5	true_false	select_incorrect	5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:seizo:q05	none	0	[]	"[""gas-shunin:otsu:2021:seizo:q05:s01"", ""gas-shunin:otsu:2021:seizo:q05:s02"", ""gas-shunin:otsu:2021:seizo:q05:s03"", ""gas-shunin:otsu:2021:seizo:q05:s04"", ""gas-shunin:otsu:2021:seizo:q05:s05""]"	47c7a0b88120d757	gas-shunin-otsu:47c7a0b88120d757	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_2.json
681	phase_3_otsu_all_sources	gas-shunin-otsu	2021	製造	問6	true_false	select_incorrect	5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:seizo:q06	none	0	[]	"[""gas-shunin:otsu:2021:seizo:q06:s01"", ""gas-shunin:otsu:2021:seizo:q06:s02"", ""gas-shunin:otsu:2021:seizo:q06:s03"", ""gas-shunin:otsu:2021:seizo:q06:s04"", ""gas-shunin:otsu:2021:seizo:q06:s05""]"	3c6b779636f551fb	gas-shunin-otsu:3c6b779636f551fb	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_2.json
682	phase_3_otsu_all_sources	gas-shunin-otsu	2021	製造	問7	true_false	select_incorrect	5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:seizo:q07	none	0	[]	"[""gas-shunin:otsu:2021:seizo:q07:s01"", ""gas-shunin:otsu:2021:seizo:q07:s02"", ""gas-shunin:otsu:2021:seizo:q07:s03"", ""gas-shunin:otsu:2021:seizo:q07:s04"", ""gas-shunin:otsu:2021:seizo:q07:s05""]"	e786207857a22dad	gas-shunin-otsu:e786207857a22dad	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_2.json
683	phase_3_otsu_all_sources	gas-shunin-otsu	2021	製造	問8	true_false	select_incorrect	5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:seizo:q08	none	0	[]	"[""gas-shunin:otsu:2021:seizo:q08:s01"", ""gas-shunin:otsu:2021:seizo:q08:s02"", ""gas-shunin:otsu:2021:seizo:q08:s03"", ""gas-shunin:otsu:2021:seizo:q08:s04"", ""gas-shunin:otsu:2021:seizo:q08:s05""]"	02e67656848d240a	gas-shunin-otsu:02e67656848d240a	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_2.json
684	phase_3_otsu_all_sources	gas-shunin-otsu	2021	製造	問9	true_false	select_incorrect	5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:seizo:q09	none	0	[]	"[""gas-shunin:otsu:2021:seizo:q09:s01"", ""gas-shunin:otsu:2021:seizo:q09:s02"", ""gas-shunin:otsu:2021:seizo:q09:s03"", ""gas-shunin:otsu:2021:seizo:q09:s04"", ""gas-shunin:otsu:2021:seizo:q09:s05""]"	84c8666599d8edf9	gas-shunin-otsu:84c8666599d8edf9	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_2.json
685	phase_3_otsu_all_sources	gas-shunin-otsu	2021	供給	問10	group_choice		5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:kyokyu:q10	none	0	[]	"[""gas-shunin:otsu:2021:kyokyu:q10:s01"", ""gas-shunin:otsu:2021:kyokyu:q10:s02"", ""gas-shunin:otsu:2021:kyokyu:q10:s03"", ""gas-shunin:otsu:2021:kyokyu:q10:s04"", ""gas-shunin:otsu:2021:kyokyu:q10:s05""]"	fdd4c8497660630e	gas-shunin-otsu:fdd4c8497660630e	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_2.json
686	phase_3_otsu_all_sources	gas-shunin-otsu	2021	供給	問11	true_false	select_incorrect	5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:kyokyu:q11	none	0	[]	"[""gas-shunin:otsu:2021:kyokyu:q11:s01"", ""gas-shunin:otsu:2021:kyokyu:q11:s02"", ""gas-shunin:otsu:2021:kyokyu:q11:s03"", ""gas-shunin:otsu:2021:kyokyu:q11:s04"", ""gas-shunin:otsu:2021:kyokyu:q11:s05""]"	6e14962c3ffd1481	gas-shunin-otsu:6e14962c3ffd1481	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_2.json
687	phase_3_otsu_all_sources	gas-shunin-otsu	2021	供給	問12	true_false	select_correct	5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:kyokyu:q12	none	0	[]	"[""gas-shunin:otsu:2021:kyokyu:q12:s01"", ""gas-shunin:otsu:2021:kyokyu:q12:s02"", ""gas-shunin:otsu:2021:kyokyu:q12:s03"", ""gas-shunin:otsu:2021:kyokyu:q12:s04"", ""gas-shunin:otsu:2021:kyokyu:q12:s05""]"	75f640baf7428fc4	gas-shunin-otsu:75f640baf7428fc4	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_2.json
688	phase_3_otsu_all_sources	gas-shunin-otsu	2021	供給	問13	group_choice		5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:kyokyu:q13	none	0	[]	"[""gas-shunin:otsu:2021:kyokyu:q13:s01"", ""gas-shunin:otsu:2021:kyokyu:q13:s02"", ""gas-shunin:otsu:2021:kyokyu:q13:s03"", ""gas-shunin:otsu:2021:kyokyu:q13:s04"", ""gas-shunin:otsu:2021:kyokyu:q13:s05""]"	299a100f857a078d	gas-shunin-otsu:299a100f857a078d	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_2.json
689	phase_3_otsu_all_sources	gas-shunin-otsu	2021	供給	問14	true_false	select_incorrect	5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:kyokyu:q14	none	0	[]	"[""gas-shunin:otsu:2021:kyokyu:q14:s01"", ""gas-shunin:otsu:2021:kyokyu:q14:s02"", ""gas-shunin:otsu:2021:kyokyu:q14:s03"", ""gas-shunin:otsu:2021:kyokyu:q14:s04"", ""gas-shunin:otsu:2021:kyokyu:q14:s05""]"	9252ae742b4a05f7	gas-shunin-otsu:9252ae742b4a05f7	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_2.json
690	phase_3_otsu_all_sources	gas-shunin-otsu	2021	供給	問15	true_false	select_incorrect	5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:kyokyu:q15	none	0	[]	"[""gas-shunin:otsu:2021:kyokyu:q15:s01"", ""gas-shunin:otsu:2021:kyokyu:q15:s02"", ""gas-shunin:otsu:2021:kyokyu:q15:s03"", ""gas-shunin:otsu:2021:kyokyu:q15:s04"", ""gas-shunin:otsu:2021:kyokyu:q15:s05""]"	ad42521191d4f26c	gas-shunin-otsu:ad42521191d4f26c	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_2.json
691	phase_3_otsu_all_sources	gas-shunin-otsu	2021	供給	問16	true_false	select_incorrect	5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:kyokyu:q16	none	0	[]	"[""gas-shunin:otsu:2021:kyokyu:q16:s01"", ""gas-shunin:otsu:2021:kyokyu:q16:s02"", ""gas-shunin:otsu:2021:kyokyu:q16:s03"", ""gas-shunin:otsu:2021:kyokyu:q16:s04"", ""gas-shunin:otsu:2021:kyokyu:q16:s05""]"	e91a741a0e782855	gas-shunin-otsu:e91a741a0e782855	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_2.json
692	phase_3_otsu_all_sources	gas-shunin-otsu	2021	供給	問17	true_false	select_incorrect	5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:kyokyu:q17	none	0	[]	"[""gas-shunin:otsu:2021:kyokyu:q17:s01"", ""gas-shunin:otsu:2021:kyokyu:q17:s02"", ""gas-shunin:otsu:2021:kyokyu:q17:s03"", ""gas-shunin:otsu:2021:kyokyu:q17:s04"", ""gas-shunin:otsu:2021:kyokyu:q17:s05""]"	63e0512dcac18832	gas-shunin-otsu:63e0512dcac18832	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_2.json
693	phase_3_otsu_all_sources	gas-shunin-otsu	2021	供給	問18	true_false	select_incorrect	5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:kyokyu:q18	none	0	[]	"[""gas-shunin:otsu:2021:kyokyu:q18:s01"", ""gas-shunin:otsu:2021:kyokyu:q18:s02"", ""gas-shunin:otsu:2021:kyokyu:q18:s03"", ""gas-shunin:otsu:2021:kyokyu:q18:s04"", ""gas-shunin:otsu:2021:kyokyu:q18:s05""]"	7a7a4c3b212d7a60	gas-shunin-otsu:7a7a4c3b212d7a60	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_2.json
694	phase_3_otsu_all_sources	gas-shunin-otsu	2021	消費機器	問19	true_false	select_incorrect	5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:shohi:q19	none	0	[]	"[""gas-shunin:otsu:2021:shohi:q19:s01"", ""gas-shunin:otsu:2021:shohi:q19:s02"", ""gas-shunin:otsu:2021:shohi:q19:s03"", ""gas-shunin:otsu:2021:shohi:q19:s04"", ""gas-shunin:otsu:2021:shohi:q19:s05""]"	f8512a7c5f246b3f	gas-shunin-otsu:f8512a7c5f246b3f	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_2.json
695	phase_3_otsu_all_sources	gas-shunin-otsu	2021	消費機器	問20	true_false	select_incorrect	5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:shohi:q20	none	0	[]	"[""gas-shunin:otsu:2021:shohi:q20:s01"", ""gas-shunin:otsu:2021:shohi:q20:s02"", ""gas-shunin:otsu:2021:shohi:q20:s03"", ""gas-shunin:otsu:2021:shohi:q20:s04"", ""gas-shunin:otsu:2021:shohi:q20:s05""]"	fa95dd7ea8823938	gas-shunin-otsu:fa95dd7ea8823938	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_3.json
696	phase_3_otsu_all_sources	gas-shunin-otsu	2021	消費機器	問21	true_false	select_incorrect	5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:shohi:q21	none	0	[]	"[""gas-shunin:otsu:2021:shohi:q21:s01"", ""gas-shunin:otsu:2021:shohi:q21:s02"", ""gas-shunin:otsu:2021:shohi:q21:s03"", ""gas-shunin:otsu:2021:shohi:q21:s04"", ""gas-shunin:otsu:2021:shohi:q21:s05""]"	205b3fd5ba830110	gas-shunin-otsu:205b3fd5ba830110	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_3.json
697	phase_3_otsu_all_sources	gas-shunin-otsu	2021	消費機器	問22	true_false	select_incorrect	5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:shohi:q22	none	0	[]	"[""gas-shunin:otsu:2021:shohi:q22:s01"", ""gas-shunin:otsu:2021:shohi:q22:s02"", ""gas-shunin:otsu:2021:shohi:q22:s03"", ""gas-shunin:otsu:2021:shohi:q22:s04"", ""gas-shunin:otsu:2021:shohi:q22:s05""]"	c57c43f0ad18f8df	gas-shunin-otsu:c57c43f0ad18f8df	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_3.json
698	phase_3_otsu_all_sources	gas-shunin-otsu	2021	消費機器	問23	true_false	select_incorrect	5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:shohi:q23	none	0	[]	"[""gas-shunin:otsu:2021:shohi:q23:s01"", ""gas-shunin:otsu:2021:shohi:q23:s02"", ""gas-shunin:otsu:2021:shohi:q23:s03"", ""gas-shunin:otsu:2021:shohi:q23:s04"", ""gas-shunin:otsu:2021:shohi:q23:s05""]"	57751bb8c2c5881a	gas-shunin-otsu:57751bb8c2c5881a	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_3.json
699	phase_3_otsu_all_sources	gas-shunin-otsu	2021	消費機器	問24	true_false	select_incorrect	5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:shohi:q24	none	0	[]	"[""gas-shunin:otsu:2021:shohi:q24:s01"", ""gas-shunin:otsu:2021:shohi:q24:s02"", ""gas-shunin:otsu:2021:shohi:q24:s03"", ""gas-shunin:otsu:2021:shohi:q24:s04"", ""gas-shunin:otsu:2021:shohi:q24:s05""]"	7e71d38d6bc6a4e5	gas-shunin-otsu:7e71d38d6bc6a4e5	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_3.json
700	phase_3_otsu_all_sources	gas-shunin-otsu	2021	消費機器	問25	true_false	select_incorrect	5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2021:shohi:q25	none	0	[]	"[""gas-shunin:otsu:2021:shohi:q25:s01"", ""gas-shunin:otsu:2021:shohi:q25:s02"", ""gas-shunin:otsu:2021:shohi:q25:s03"", ""gas-shunin:otsu:2021:shohi:q25:s04"", ""gas-shunin:otsu:2021:shohi:q25:s05""]"	a649f9a096b7dd33	gas-shunin-otsu:a649f9a096b7dd33	output/gas-shunin-otsu/questions_json/2021/00_source/question_2021_3.json
